id,date_time,is_holiday,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,air_pollution_index,traffic_volume
12252,2/14/2014 21:00,None,61,7,280,9,9,258.71,0,0,1,Clear,19,2796
22470,4/15/2016 7:00,None,64,5,99,5,5,283.57,0,0,1,Clear,72,6806
7153,6/23/2013 7:00,None,73,4,230,7,7,291.7,1.52,0,90,Rain,64,1264
15403,7/11/2014 8:00,None,55,5,190,5,5,292.56,8.4,0,92,Mist,218,5144
29216,12/17/2016 5:00,None,69,2,270,3,3,259.75,0,0,90,Mist,266,610
23231,5/11/2016 5:00,None,94,1,220,1,1,282.78,0,0,90,Mist,102,2867
1344,11/21/2012 5:00,None,74,5,320,4,4,273.99,0,0,1,Mist,23,2489
31504,3/5/2017 9:00,None,32,3,230,1,1,278.54,0,0,75,Clouds,182,2847
3948,2/27/2013 10:00,None,68,2,200,1,1,269.5,0,0,90,Haze,141,4595
3361,2/5/2013 2:00,None,78,3,130,8,8,259.24,0,0,100,Clouds,274,243
22798,4/25/2016 12:00,None,76,3,344,1,1,284.62,0,0,90,Mist,35,4678
10668,12/14/2013 5:00,None,70,2,72,5,5,260.57,0,0,90,Mist,223,804
5768,5/4/2013 21:00,None,87,0,0,2,2,274.36,0,0,90,Rain,296,3401
5816,5/6/2013 17:00,None,68,6,180,4,4,290.44,0,0,1,Clear,223,6027
15974,6/12/2015 21:00,None,63,2,320,5,5,292.061,0,0,8,Clear,29,3299
32507,4/9/2017 20:00,None,68,3,99,7,7,288.23,0,0,90,Thunderstorm,116,2785
17567,8/19/2015 22:00,None,94,7,306,9,9,287.32,0,0,90,Rain,189,1785
19014,10/15/2015 0:00,None,78,5,207,5,5,284.38,0,0,1,Clear,204,600
5796,5/5/2013 21:00,None,83,4,130,8,8,279.8,0,0,90,Clouds,167,2467
30489,1/25/2017 13:00,None,21,3,202,5,5,271.89,0,0,90,Mist,92,4304
19064,10/18/2015 14:00,None,74,4,169,3,3,289.28,0,0,1,Clear,260,4323
12856,3/12/2014 4:00,None,80,3,130,9,9,268.02,0,0,20,Clouds,185,809
9401,10/10/2013 11:00,None,74,5,38,5,5,292.8,0,0,1,Clear,277,4691
25848,8/19/2016 14:00,None,81,2,190,1,1,297.41,0,0,80,Clouds,27,5347
3112,1/22/2013 19:00,None,86,2,30,9,9,251.69,0,0,20,Clouds,196,2774
2266,12/21/2012 6:00,None,85,1,140,5,5,267.33,0,0,90,Mist,152,5014
23951,6/4/2016 22:00,None,93,1,16,3,3,288.81,0,0,90,Rain,231,2944
24766,7/7/2016 21:00,None,77,2,220,5,5,294.74,0,0,75,Thunderstorm,57,2431
17562,8/19/2015 18:00,None,96,4,308,8,8,289.48,0.25,0,90,Rain,95,4712
24167,6/13/2016 21:00,None,88,2,140,4,4,292.52,0,0,0,Clear,271,2536
25868,8/20/2016 10:00,None,72,3,170,8,8,288.5,0.51,0,92,Rain,224,3294
16611,7/16/2015 17:00,None,84,6,155,8,8,292.68,0.78,0,90,Drizzle,81,6092
11344,1/9/2014 23:00,None,68,1,302,2,2,264.44,0,0,64,Mist,165,1053
33413,5/6/2017 22:00,None,48,6,290,8,8,288.46,0,0,1,Clear,79,3424
10465,12/6/2013 15:00,None,77,3,304,4,4,256.97,0,0,64,Clouds,236,5661
6921,6/12/2013 16:00,None,63,13,0,8,8,296.57,0,0,36,Clouds,222,6759
22975,5/2/2016 5:00,None,79,5,131,3,3,275.88,0,0,1,Clear,289,2766
19048,10/17/2015 7:00,None,57,1,177,5,5,272.99,0,0,1,Clear,118,1956
21978,3/23/2016 1:00,None,62,3,61,7,7,273.88,0,0,90,Clouds,251,431
11387,1/11/2014 16:00,None,68,1,302,1,1,271.04,0,0,20,Clouds,79,4546
22914,4/29/2016 16:00,None,53,5,151,3,3,287.62,0,0,20,Clouds,213,6631
16188,7/2/2015 8:00,None,47,3,140,2,2,289.21,0,0,1,Clear,171,4987
32880,4/20/2017 5:00,None,72,2,130,7,7,278.35,0,0,90,Mist,176,2700
14199,5/10/2014 15:00,None,60,3,354,1,1,293.58,0,0,90,Clouds,156,4680
21940,3/20/2016 20:00,None,44,6,330,7,7,275.58,0,0,1,Clear,227,2721
27269,10/11/2016 22:00,None,68,3,228,6,6,289.81,0,0,92,Clouds,179,1293
8172,8/4/2013 5:00,None,58,2,150,5,5,285.26,0,0,44,Clouds,125,551
7449,7/5/2013 12:00,None,68,3,208,5,5,300.52,0,0,0,Clear,218,4544
11996,2/4/2014 5:00,None,78,4,180,6,6,255.58,0,0,75,Clouds,293,2636
13146,3/24/2014 6:00,None,79,3,320,3,3,262.79,0,0,75,Clouds,145,5528
3695,2/17/2013 22:00,None,62,3,70,2,2,258.34,0,0,20,Clouds,28,1672
23649,5/26/2016 6:00,None,69,2,132,3,3,289.28,0,0,90,Rain,17,6075
24599,7/1/2016 17:00,None,93,1,180,9,9,295.71,0,0,40,Clouds,71,4307
3223,1/30/2013 5:00,None,73,9,290,6,6,272.94,0,0,90,Mist,24,2608
1312,11/19/2012 21:00,None,71,5,318,4,4,283.5,0,0,75,Clouds,278,2150
12809,3/10/2014 5:00,None,100,5,350,2,2,275.72,0,0,1,Clear,230,2478
17039,8/2/2015 1:00,None,87,3,351,8,8,296.13,0,0,1,Rain,136,806
30228,1/19/2017 10:00,None,87,2,130,6,6,274.28,0,0,5,Mist,166,4535
23627,5/25/2016 16:00,None,53,3,94,1,1,295.79,0,0,90,Rain,27,6446
8543,8/20/2013 15:00,None,90,3,116,3,3,302.28,0,0,0,Clear,24,6005
562,10/24/2012 11:00,None,82,3,230,4,4,286.82,0,0,90,Mist,153,4720
25409,8/1/2016 11:00,None,71,1,340,9,9,299.18,0,0,75,Clouds,47,4592
32030,3/24/2017 16:00,None,88,2,330,9,9,279.42,0,0,90,Clouds,169,6538
2028,12/15/2012 15:00,None,67,3,10,8,8,274.42,0,0,75,Clouds,211,4143
14134,5/8/2014 15:00,None,87,5,270,2,2,292.07,0.38,0,90,Thunderstorm,124,6174
24892,7/12/2016 10:00,None,49,2,250,8,8,296.53,0,0,40,Clouds,198,4154
3141,1/24/2013 4:00,None,76,2,45,7,7,259.3,0,0,90,Haze,24,746
14828,6/2/2014 1:00,None,79,1,101,4,4,291.47,0.25,0,48,Mist,30,368
2229,12/20/2012 5:00,None,77,1,290,8,8,271.34,0,0,90,Clouds,115,2489
13678,4/15/2014 11:00,None,93,7,110,8,8,270.52,0,0,1,Clear,85,4860
13099,3/22/2014 7:00,None,57,3,120,3,3,260.08,0,0,20,Clouds,38,1849
10082,11/23/2013 15:00,None,80,3,250,4,4,265.15,0,0,1,Clear,147,4127
21532,2/27/2016 16:00,None,53,3,321,7,7,287.22,0,0,1,Clear,62,4939
20933,1/31/2016 5:00,None,80,5,191,1,1,273.08,0,0,1,Mist,80,516
14808,6/1/2014 9:00,None,83,2,102,7,7,292.2,0.32,0,44,Rain,210,2855
33728,5/17/2017 15:00,None,62,2,335,7,7,293.15,0,0,40,Rain,148,5590
7373,7/2/2013 6:00,None,63,3,341,6,6,289.49,0,0,1,Clear,86,6080
30185,1/18/2017 11:00,None,58,4,190,2,2,274.08,0,0,1,Clear,257,4612
625,10/25/2012 20:00,None,69,5,260,1,1,283.44,0,0,90,Drizzle,105,2856
13997,4/28/2014 18:00,None,51,8,60,9,9,279.5,0.65,0,90,Rain,87,4092
13634,4/13/2014 15:00,None,48,6,340,6,6,277.58,0,0,90,Clouds,213,4211
19912,12/9/2015 22:00,None,70,9,318,9,9,280.36,0,0,1,Clear,260,1672
26909,9/26/2016 21:00,None,58,6,120,5,5,285.22,0,0,20,Clouds,147,1842
16586,7/16/2015 4:00,None,94,2,60,3,3,293.41,0,0,90,Clouds,119,900
19415,11/11/2015 10:00,None,77,2,140,8,8,281.51,0,0,75,Clouds,164,4551
29023,12/11/2016 11:00,None,78,4,186,5,5,265.88,0,0,90,Mist,72,2611
8054,7/30/2013 22:00,None,69,5,347,1,1,293.06,0,0,80,Clouds,84,1814
22149,3/30/2016 18:00,None,46,7,192,4,4,281.08,0,0,90,Clouds,35,4784
24038,6/8/2016 12:00,None,93,2,152,9,9,295.58,0,0,0,Clear,250,5180
22672,4/22/2016 8:00,None,64,3,147,2,2,278.952,0,0,0,Clear,298,6166
18543,9/24/2015 6:00,None,87,4,293,6,6,291.14,1.78,0,90,Drizzle,34,5377
3354,2/4/2013 18:00,None,78,2,120,5,5,260.74,0,0,99,Clouds,198,4454
5653,5/1/2013 18:00,None,29,3,50,8,8,292.43,0,0,75,Clouds,285,4541
22486,4/16/2016 2:00,None,49,3,71,3,3,289.51,0,0,1,Clear,58,638
4587,3/27/2013 23:00,None,86,5,10,9,9,271.41,0,0,90,Clouds,75,2742
19685,11/26/2015 12:00,None,74,4,296,8,8,272.55,0,0,90,Snow,215,3232
891,11/4/2012 13:00,None,80,6,310,5,5,277.11,0,0,90,Clouds,66,4043
2834,1/11/2013 22:00,None,71,0,0,7,7,274.05,0,0,90,Rain,29,2143
31340,2/27/2017 10:00,None,93,2,20,9,9,272.82,0,0,75,Clouds,108,4397
6039,5/15/2013 11:00,None,66,3,140,8,8,295.35,0,0,75,Rain,47,5362
14616,5/24/2014 19:00,None,99,4,256,1,1,299.18,0,0,0,Clear,158,3100
2311,12/22/2012 22:00,None,58,3,240,7,7,260.69,0,0,1,Clear,54,2451
30675,1/31/2017 23:00,None,57,6,320,4,4,271.95,0,0,1,Clear,49,1048
12011,2/4/2014 20:00,None,66,6,290,4,4,257.29,0,0,90,Clouds,198,2454
13857,4/22/2014 22:00,None,86,5,330,5,5,281.15,0,0,75,Clouds,199,1660
19388,11/9/2015 9:00,None,72,1,244,1,1,280.51,0,0,1,Clear,185,4930
6987,6/14/2013 20:00,None,64,4,209,3,3,296.78,0,0,40,Clouds,215,3286
8264,8/7/2013 21:00,None,64,1,288,4,4,291.34,13.21,0,68,Mist,146,3089
3757,2/20/2013 23:00,None,79,3,330,2,2,255.38,0,0,1,Clear,295,1034
10521,12/8/2013 17:00,None,66,5,60,6,6,260.34,0.25,0,64,Rain,73,3257
3498,2/11/2013 5:00,None,85,2,230,2,2,270.86,0,0,90,Mist,19,2419
9259,10/4/2013 12:00,None,92,1,270,9,9,286.26,0,0,92,Mist,291,5789
28175,11/18/2016 5:00,None,76,3,263,1,1,280.43,0,0,90,Rain,38,2579
25147,7/22/2016 14:00,None,100,1,202,3,3,306.76,0,0,1,Clear,232,4538
8708,8/29/2013 20:00,None,81,4,190,5,5,300.07,0,0,0,Clear,299,3325
2937,1/14/2013 21:00,None,84,7,291,3,3,258.22,0,0,20,Clouds,199,2065
11392,1/11/2014 21:00,None,68,1,302,1,1,268.34,0,0,64,Mist,25,3440
2724,1/6/2013 20:00,None,63,4,280,8,8,265.09,0,0,75,Clouds,99,2087
16293,7/6/2015 0:00,None,97,3,268,6,6,298.38,0,0,75,Thunderstorm,273,729
28402,11/24/2016 3:00,None,73,5,30,9,9,274.21,0,0,90,Mist,79,262
5418,4/23/2013 3:00,None,59,1,160,8,8,275.95,0,0,90,Mist,203,329
13271,3/29/2014 11:00,None,93,1,200,3,3,275.53,0.25,0,1,Rain,250,4579
2617,1/3/2013 9:00,None,55,2,270,8,8,263.93,0,0,90,Mist,187,4768
7476,7/6/2013 16:00,None,44,0,347,8,8,303.49,0,0,48,Clouds,122,3952
16580,7/15/2015 22:00,None,91,2,49,5,5,296.01,0,0,1,Clear,242,2056
9427,10/11/2013 17:00,None,74,2,81,5,5,295.38,0,0,80,Thunderstorm,56,6038
6474,5/28/2013 19:00,None,79,3,303,6,6,287.54,0,0,90,Rain,130,3117
6500,5/29/2013 15:00,None,79,1,286,5,5,287.28,0,0,90,Rain,109,6016
14720,5/29/2014 3:00,None,36,2,210,7,7,288.02,0,0,1,Clear,186,359
29617,12/30/2016 15:00,None,66,1,53,8,8,270.48,0,0,90,Clouds,259,5690
24929,7/13/2016 23:00,None,82,1,201,1,1,295.78,0,0,0,Clear,166,1209
27116,10/5/2016 11:00,None,83,5,179,4,4,286.665,0,0,0,Clear,227,4469
13670,4/15/2014 3:00,None,87,7,110,5,5,267.74,0,0,75,Clouds,28,355
13438,4/5/2014 11:00,None,63,8,350,1,1,276.29,0.51,0,1,Rain,204,4497
15023,6/8/2014 18:00,None,97,7,125,7,7,293.82,0.25,0,1,Rain,56,4456
13848,4/22/2014 13:00,None,98,6,342,2,2,285.47,0,0,40,Clouds,145,5156
11459,1/14/2014 8:00,None,68,0,180,2,2,266.31,0,0,90,Snow,58,3080
29650,1/1/2017 0:00,None,90,7,150,5,5,269.75,0,0,75,Clouds,276,1848
7504,7/7/2013 20:00,None,82,2,240,1,1,301.84,0,0,68,Clouds,20,3503
25973,8/24/2016 1:00,None,72,2,330,3,3,292.86,0.51,0,90,Mist,103,337
15753,7/25/2014 20:00,None,57,6,170,4,4,298.03,0,0,90,Clouds,189,3041
11088,12/30/2013 7:00,None,68,1,302,1,1,249.47,0,0,90,Clouds,148,4855
29030,12/11/2016 14:00,None,92,5,190,1,1,266.68,0,0,90,Mist,217,3541
7770,7/18/2013 23:00,None,64,4,198,4,4,299.79,0,0,12,Clouds,87,1917
11612,1/20/2014 1:00,None,83,2,240,8,8,271.72,0,0,64,Clouds,163,347
32140,3/27/2017 16:00,None,55,6,250,9,9,286.15,0,0,40,Clouds,106,6618
23313,5/13/2016 8:00,None,69,5,29,5,5,278.07,1.69,0,90,Mist,191,5340
26602,9/14/2016 9:00,None,53,2,250,7,7,283.06,0,0,5,Clear,189,5059
20402,1/4/2016 8:00,None,76,8,329,3,3,258.93,0,0,1,Mist,74,5670
30743,2/3/2017 19:00,None,74,2,10,9,9,265.62,0,0,1,Clear,54,3760
6859,6/10/2013 15:00,None,52,1,256,7,7,288.14,0.7,0,92,Rain,47,5859
24133,6/12/2016 11:00,None,60,1,190,8,8,294.96,0,0,24,Rain,224,4081
16750,7/21/2015 17:00,None,98,1,327,8,8,299.33,0,0,40,Clouds,90,5808
10910,12/24/2013 2:00,None,57,2,260,2,2,251.15,0,0,1,Clear,173,288
92,10/6/2012 12:00,None,24,0,248,6,6,279.08,0,0,40,Clouds,269,5669
5229,4/18/2013 11:00,None,93,0,0,6,6,276.15,0,0,90,Clouds,131,4620
15925,8/5/2014 23:00,None,58,5,260,1,1,290.98,0,0,1,Clear,116,1270
30246,1/20/2017 0:00,None,93,2,110,1,1,275.27,0,0,90,Drizzle,155,640
27360,10/15/2016 21:00,None,100,2,160,6,6,289.771,0,0,44,Rain,173,4319
17469,8/18/2015 0:00,None,91,3,171,2,2,289.44,0,0,90,Rain,238,567
24301,6/19/2016 11:00,None,65,1,150,9,9,301.95,0,0,0,Clear,208,5131
369,10/17/2012 19:00,None,36,2,150,2,2,288.35,0,0,40,Clouds,270,3435
20879,1/28/2016 3:00,None,57,6,324,1,1,275.86,0,0,90,Clouds,284,347
14989,6/7/2014 16:00,None,88,3,90,2,2,287.55,0.68,0,90,Rain,59,4993
7382,7/2/2013 15:00,None,63,1,345,9,9,301.15,0,0,40,Clouds,178,6041
33047,4/25/2017 23:00,None,87,1,28,2,2,283.62,0,0,90,Rain,265,1034
1917,12/11/2012 10:00,None,86,5,280,1,1,260.81,0,0,75,Snow,185,4582
23414,5/17/2016 8:00,None,90,3,272,4,4,282.73,0,0,75,Clouds,213,6085
10084,11/23/2013 17:00,None,69,5,260,4,4,262.47,0,0,1,Clear,115,4027
11908,1/31/2014 13:00,None,59,6,320,2,2,258.8,0.25,0,0,Rain,36,5043
7970,7/27/2013 8:00,None,69,1,76,7,7,289.23,0,0,8,Clear,197,2854
4136,3/7/2013 22:00,None,49,0,0,3,3,264.05,0,0,1,Mist,76,2457
10709,12/15/2013 21:00,None,68,0,90,2,2,253.86,0,0,75,Clouds,233,1879
31182,2/21/2017 15:00,None,50,3,360,7,7,288.51,0,0,75,Clouds,94,5729
16389,7/8/2015 8:00,None,73,2,162,5,5,288.81,0,0,1,Clear,24,5431
17997,9/5/2015 17:00,None,89,2,95,9,9,303.67,0,0,1,Clear,91,3679
19656,11/24/2015 12:00,None,73,3,177,4,4,279.51,0,0,1,Clear,29,5015
16336,7/6/2015 14:00,None,66,2,290,2,2,291.49,0,0,92,Haze,242,4888
4194,3/10/2013 5:00,None,74,0,0,2,2,273.98,0,0,90,Rain,29,438
33667,5/16/2017 7:00,None,77,4,186,7,7,289.89,0,0,40,Thunderstorm,108,6326
14954,6/6/2014 20:00,None,82,1,271,9,9,295.72,0.3,0,90,Thunderstorm,270,3515
20804,1/24/2016 10:00,None,55,1,39,1,1,270.42,0,0,90,Snow,152,3093
19658,11/24/2015 16:00,None,72,3,351,2,2,280.15,0,0,40,Clouds,290,6471
3887,2/25/2013 11:00,None,74,7,350,3,3,268.76,0,0,90,Haze,107,4271
32954,4/22/2017 17:00,None,73,3,210,9,9,293.21,0,0,5,Clear,137,5024
13745,4/18/2014 6:00,None,70,9,90,6,6,269.18,0,0,40,Clouds,66,4969
511,10/22/2012 22:00,None,42,6,150,5,5,285.45,0,0,75,Clouds,129,1383
1768,12/7/2012 3:00,None,52,4,200,8,8,279.61,0,0,90,Drizzle,56,375
25874,8/20/2016 13:00,None,77,3,190,6,6,290.69,0.25,0,90,Drizzle,133,4154
19504,11/16/2015 9:00,None,96,5,94,1,1,283.36,0,0,90,Rain,72,4636
12180,2/11/2014 21:00,None,100,5,330,7,7,261.59,0,0,90,Clouds,72,2222
18800,10/5/2015 19:00,None,98,3,303,7,7,287.43,0,0,1,Haze,151,3380
31260,2/24/2017 4:00,None,81,4,10,7,7,270.69,0,0,75,Snow,299,792
15908,8/5/2014 6:00,None,83,3,270,8,8,288.99,0,0,1,Mist,278,5627
10642,12/13/2013 9:00,None,68,1,315,6,6,261.67,0,0,64,Clouds,161,4917
14663,5/26/2014 18:00,None,93,5,81,7,7,300.41,0,0,75,Clouds,214,3429
18684,9/30/2015 5:00,None,85,4,226,8,8,276.89,0,0,1,Clear,275,3021
32737,4/15/2017 17:00,None,49,3,270,7,7,293.23,0,0,75,Rain,226,4145
13812,4/21/2014 3:00,None,98,7,23,2,2,286.89,0.64,0,90,Rain,56,334
4429,3/21/2013 10:00,None,40,3,320,8,8,261,0,0,1,Clear,155,4433
24721,7/6/2016 6:00,None,88,3,60,9,9,290.51,0,0,75,Mist,46,5182
25779,8/16/2016 17:00,None,59,3,350,7,7,297.71,31.75,0,0,Rain,115,4913
5487,4/24/2013 22:00,None,24,6,50,8,8,274.07,0,0,1,Clear,253,1751
32740,4/15/2017 19:00,None,36,7,250,4,4,289.49,0,0,90,Rain,65,3483
25313,7/28/2016 11:00,None,68,4,170,8,8,292.66,0,0,90,Clouds,25,4349
13817,4/21/2014 8:00,None,97,5,10,8,8,286.68,0,0,75,Clouds,151,5803
26856,9/24/2016 16:00,None,85,1,193,9,9,295.49,0,0,24,Clouds,149,4536
30785,2/5/2017 13:00,None,80,3,100,5,5,267.39,0,0,40,Clouds,265,4341
22278,4/6/2016 14:00,None,41,2,329,2,2,277,0,0,90,Clouds,299,5410
6788,6/8/2013 2:00,None,70,1,329,5,5,285.01,0,0,92,Clouds,147,606
27947,11/9/2016 12:00,None,79,3,180,5,5,285.64,0,0,1,Clear,220,4479
5244,4/18/2013 20:00,None,40,0,0,2,2,275.69,0,0,90,Drizzle,78,1809
9634,10/23/2013 22:00,None,68,2,242,2,2,274.15,0,0,90,Clouds,68,1618
10689,12/15/2013 1:00,None,68,1,302,2,2,254.39,0,0,75,Clouds,268,774
13789,4/20/2014 2:00,None,81,7,80,8,8,282.15,0,0,90,Clouds,249,606
12728,3/6/2014 19:00,None,50,6,20,2,2,269.4,0,0,90,Clouds,284,3216
12989,3/17/2014 17:00,None,50,8,150,2,2,274.93,0.25,0,90,Rain,41,5788
21304,2/15/2016 10:00,None,74,2,272,7,7,269.01,0,0,75,Haze,279,4047
29911,1/10/2017 1:00,None,27,4,20,5,5,269.65,0,0,1,Clear,284,317
1346,11/21/2012 6:00,None,74,4,320,2,2,273,0,0,1,Fog,43,5343
11057,12/29/2013 0:00,None,68,1,292,2,2,266.7,0,0,64,Mist,176,1057
8220,8/6/2013 4:00,None,68,2,67,2,2,289.48,9.53,0,90,Rain,214,852
22080,3/27/2016 9:00,None,98,5,61,2,2,275.58,0,0,90,Mist,73,2450
19931,12/11/2015 4:00,None,71,5,286,8,8,276.09,0,0,90,Clouds,119,829
9548,10/18/2013 8:00,None,78,3,141,5,5,276.77,0,0,48,Clouds,146,5370
11100,12/30/2013 16:00,None,62,5,280,7,7,255.81,0.25,0,90,Rain,229,3938
20207,12/26/2015 1:00,None,93,2,10,7,7,270.95,0,0,90,Snow,156,420
17503,8/18/2015 19:00,None,65,5,129,7,7,291.24,1.91,0,90,Mist,190,3221
3716,2/18/2013 19:00,None,50,4,120,5,5,271.57,0,0,90,Clouds,269,2816
28251,11/20/2016 3:00,None,90,4,135,7,7,268.55,0,0,1,Clear,150,505
29473,12/25/2016 15:00,None,77,6,332,9,9,273.88,0,0,90,Snow,157,2540
23861,6/1/2016 20:00,None,100,2,235,7,7,290.05,0,0,75,Clouds,185,3083
7877,7/23/2013 7:00,None,55,7,197,3,3,293.27,0,0,80,Rain,254,6266
21173,2/8/2016 23:00,None,79,2,214,1,1,262.02,0,0,90,Snow,22,1407
23481,5/20/2016 3:00,None,83,5,167,7,7,284.78,0,0,20,Clouds,197,376
19807,12/3/2015 9:00,None,63,7,317,1,1,267.44,0,0,1,Mist,13,5238
31778,3/15/2017 23:00,None,37,4,120,6,6,268.61,0,0,1,Clear,25,1191
18411,9/19/2015 10:00,None,80,5,164,8,8,287.2,0,0,1,Clear,197,4594
2065,12/16/2012 9:00,None,84,3,330,2,2,275.03,0,0,90,Drizzle,205,2300
6775,6/7/2013 13:00,None,100,2,188,3,3,285.07,0.25,0,64,Rain,100,5385
74,10/5/2012 17:00,None,71,1,110,9,9,281.42,0,0,90,Clouds,149,6169
13279,3/29/2014 19:00,None,47,6,350,3,3,277.82,0,0,20,Clouds,51,3956
28671,11/30/2016 5:00,None,92,4,310,5,5,274.82,0,0,90,Mist,246,2661
7362,7/1/2013 19:00,None,57,1,339,2,2,299.15,0,0,40,Clouds,237,3369
12599,3/1/2014 5:00,None,93,0,0,5,5,254.14,0,0,90,Clouds,148,704
16454,7/11/2015 1:00,None,91,3,127,3,3,294.6,0,0,1,Clear,98,916
3774,2/21/2013 20:00,None,72,1,274,7,7,261.15,0,0,90,Clouds,270,3030
4973,4/10/2013 19:00,None,60,2,0,6,6,278.33,0,0,90,Clouds,76,3172
32568,4/11/2017 5:00,None,65,3,164,1,1,273.53,0,0,90,Clouds,68,2623
27566,10/24/2016 22:00,None,85,1,283,3,3,274.547,0,0,32,Clouds,34,1310
30643,1/31/2017 1:00,None,93,2,10,8,8,273.95,0,0,90,Mist,211,319
32918,4/21/2017 6:00,None,49,3,140,1,1,274.23,0,0,1,Fog,56,5570
21751,3/13/2016 10:00,None,56,6,333,2,2,283.61,0,0,90,Clouds,36,3301
27563,10/24/2016 19:00,None,69,3,260,9,9,278.036,0,0,0,Clear,239,2901
1255,11/17/2012 11:00,None,50,2,170,4,4,275.85,0,0,20,Clouds,70,4416
7291,6/29/2013 2:00,None,93,1,283,8,8,293.92,0.25,0,0,Rain,299,627
27243,10/10/2016 20:00,None,61,3,150,2,2,292.49,0,0,36,Clouds,64,2608
22894,4/29/2016 1:00,None,67,4,118,1,1,276.59,0,0,75,Mist,121,458
30302,1/21/2017 0:00,None,60,4,260,8,8,275.02,0,0,90,Mist,243,1117
14037,5/5/2014 6:00,None,93,4,220,1,1,282.69,0,0,0,Clear,163,5886
25009,7/17/2016 7:00,None,100,2,140,6,6,294.121,0,0,88,Clouds,238,1071
22556,4/19/2016 2:00,None,48,4,126,1,1,282.24,0,0,90,Drizzle,69,267
6430,5/27/2013 0:00,Memorial Day,88,3,154,8,8,286.37,0,0,90,Clouds,153,863
30456,1/24/2017 9:00,None,85,5,40,6,6,273.01,0,0,90,Clouds,263,5033
13903,4/24/2014 20:00,None,70,5,291,4,4,279.89,2.16,0,90,Rain,102,3243
33027,4/25/2017 14:00,None,64,9,290,9,9,288.82,0,0,90,Rain,155,5107
4886,4/8/2013 10:00,None,87,3,240,8,8,275.78,0,0,90,Clouds,19,4406
13942,4/26/2014 11:00,None,53,1,30,8,8,281.01,0,0,75,Clouds,238,3500
191,10/10/2012 18:00,None,52,2,180,8,8,282.6,0,0,81,Clear,108,4775
3323,2/3/2013 10:00,None,48,5,300,3,3,254.67,0,0,59,Clouds,67,3230
16250,7/4/2015 9:00,None,69,1,142,5,5,294.15,0,0,1,Mist,154,2322
10235,11/30/2013 8:00,None,68,1,302,3,3,267.94,0,0,64,Mist,165,2051
29748,1/4/2017 1:00,None,66,4,189,8,8,255.9,0,0,1,Clear,30,324
16406,7/9/2015 1:00,None,69,3,203,1,1,287.78,0,0,1,Clear,267,404
14413,5/18/2014 5:00,None,37,4,164,2,2,283.48,0,0,1,Clear,203,595
31200,2/22/2017 4:00,None,81,2,90,8,8,276.09,0,0,1,Fog,40,869
23448,5/18/2016 18:00,None,82,4,68,3,3,293.23,0,0,20,Clouds,262,4201
599,10/25/2012 12:00,None,93,7,350,1,1,287.6,0,0,90,Mist,160,4879
25634,8/10/2016 16:00,None,88,4,140,5,5,304.37,0,0,0,Clear,78,6010
20458,1/7/2016 2:00,None,66,4,28,1,1,272.54,0,0,40,Mist,104,315
25555,8/7/2016 9:00,None,88,2,192,2,2,293.38,0,0,8,Clear,108,2897
5132,4/14/2013 22:00,None,93,4,40,8,8,272.95,0,0,1,Clear,230,1418
6885,6/11/2013 10:00,None,60,5,180,3,3,289.92,0,0,20,Mist,297,4509
2422,12/27/2012 13:00,None,86,6,250,2,2,263.81,0,0,20,Clouds,61,4920
3345,2/4/2013 9:00,None,48,0,0,2,2,258.34,0,0,5,Clear,283,5463
31967,3/23/2017 14:00,None,68,5,100,8,8,277.15,0,0,90,Clouds,142,5463
23662,5/26/2016 19:00,None,89,1,123,9,9,298.04,0,0,90,Clouds,163,3724
127,10/8/2012 1:00,None,42,7,290,6,6,272.62,0,0,20,Clouds,11,336
6978,6/14/2013 11:00,None,64,1,223,6,6,293.84,0,0,0,Clear,287,5187
32938,4/22/2017 1:00,None,54,5,220,5,5,278.63,0,0,1,Clear,249,998
22114,3/29/2016 7:00,None,62,5,318,3,3,277.93,0,0,1,Clear,148,6786
17629,8/22/2015 13:00,None,65,5,284,6,6,299.11,0,0,75,Clouds,25,4738
31011,2/14/2017 10:00,None,33,4,140,4,4,273.167,0,0,0,Clear,139,4395
14890,6/4/2014 12:00,None,55,2,202,7,7,298.08,0,0,1,Clear,105,4973
7260,6/27/2013 18:00,None,60,2,170,8,8,302.44,0,0,0,Rain,120,5163
22322,4/8/2016 1:00,None,89,5,206,6,6,274.76,0,0,90,Snow,287,398
14287,5/13/2014 0:00,None,100,9,120,4,4,282.61,0.25,0,90,Rain,267,542
18637,9/28/2015 3:00,None,84,4,261,9,9,293.2,0,0,40,Clouds,47,315
16561,7/15/2015 4:00,None,97,1,301,3,3,289.76,0,0,90,Drizzle,96,946
9980,11/19/2013 13:00,None,93,1,160,7,7,279.55,0,0,64,Clouds,92,4855
23048,5/5/2016 6:00,None,68,4,343,8,8,279.9,0,0,75,Rain,54,6146
29354,12/22/2016 13:00,None,92,5,190,6,6,274.39,0,0,5,Clear,163,5313
9862,11/15/2013 0:00,None,81,4,160,3,3,273.47,0,0,64,Clouds,283,653
11861,1/29/2014 14:00,None,54,5,240,3,3,268.48,0,0,75,Clouds,90,5125
13688,4/15/2014 21:00,None,93,2,130,7,7,274.37,0,0,90,Clouds,117,2502
